"LearnAimRef","EffectiveFrom","EffectiveTo","Section96ApprovalStatus","Section96ApprovalStartDate","Section96ReviewDate","Section96ValidPre16","Section96Valid16to18","Section96Valid18plus","Created_On","Created_By","Modified_On","Modified_By"
"60079356","01 Aug 2014","","1","01 Mar 2013","31 Dec 2017","1","1","0","11 Jul 2014","robinsonsar","10 Jan 2018","GUINIVAS"
"60079368","01 Aug 2013","","1","01 Feb 2013","30 Sep 2015","0","1","0","03 Feb 2014","suttonf","06 Oct 2015","bywatera"
"6007937X","01 Aug 2013","","1","01 Feb 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60079381","01 Aug 2014","","1","01 Feb 2013","31 Dec 2019","0","1","0","11 Mar 2015","bywatera","10 Jan 2018","GUINIVAS"
"60079393","01 Aug 2013","","1","01 Feb 2013","31 Dec 2020","0","0","1","03 Feb 2014","suttonf","17 Jul 2020","KTEMPERLEY"
"6007940X","01 Aug 2014","","1","01 Feb 2013","31 Jul 2021","0","1","1","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60079411","01 Aug 2013","","1","01 Feb 2013","31 Oct 2017","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"60079423","01 Aug 2013","","1","01 Feb 2013","31 May 2015","0","1","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"60079435","01 Aug 2014","","1","01 Feb 2013","31 Jul 2021","0","1","0","14 Jan 2015","bywatera","24 Apr 2020","SGUINIVAN"
"60079472","01 Aug 2013","","1","01 Feb 2013","31 Jul 2014","1","1","0","03 Feb 2014","suttonf","12 Sep 2014","bywatera"
"60079484","01 Aug 2013","","1","01 Feb 2013","31 Jul 2014","1","1","0","03 Feb 2014","suttonf","12 Sep 2014","bywatera"
"60079496","01 Aug 2014","","1","01 Feb 2013","31 Jan 2015","0","1","0","24 Jun 2014","robinsonsar","20 Oct 2014","bywatera"
"60079502","01 Aug 2014","","1","01 Feb 2013","30 Sep 2016","0","1","0","19 Jun 2014","ChamleyPe","10 Nov 2016","bywatera"
"60079514","01 Aug 2014","","1","01 Feb 2013","31 Jul 2021","1","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60079563","01 Aug 2014","","1","01 Feb 2013","30 Nov 2015","1","1","0","24 Jun 2014","robinsonsar","10 Jun 2015","bywatera"
"60079575","01 Aug 2013","","1","01 Feb 2013","31 Dec 2018","0","1","0","03 Feb 2014","suttonf","10 Jan 2018","GUINIVAS"
"60079587","01 Aug 2014","","1","01 Feb 2013","31 Jul 2021","1","1","-2","24 Jun 2014","robinsonsar","22 Mar 2020","SGUINIVAN"
"60079599","01 Aug 2014","","1","01 Feb 2013","31 Jul 2021","0","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60079617","01 Aug 2014","","1","01 Feb 2013","31 Dec 2017","1","1","0","24 Jun 2014","robinsonsar","02 Jul 2020","SGUINIVAN"
"60079629","01 Aug 2014","","1","01 Feb 2013","30 Sep 2016","1","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60079630","01 Aug 2014","","1","01 Feb 2013","31 Dec 2017","1","1","0","24 Jun 2014","robinsonsar","02 Jul 2020","SGUINIVAN"
"60079642","01 Aug 2014","","1","01 Feb 2013","31 Dec 2015","0","1","0","08 Dec 2014","bywatera","08 Dec 2014","bywatera"
"60079654","01 Aug 2014","","1","01 Feb 2013","30 Nov 2017","1","1","0","24 Jun 2014","robinsonsar","18 Jul 2017","fisherk"
"60079666","01 Aug 2014","","1","01 Feb 2013","31 Dec 2015","0","1","0","08 Dec 2014","bywatera","08 Dec 2014","bywatera"
"60079678","01 Aug 2014","","1","01 Feb 2013","31 Dec 2015","0","1","0","24 Jun 2014","robinsonsar","12 Feb 2015","bywatera"
"6007968X","01 Aug 2014","","1","01 Feb 2013","31 Dec 2017","1","1","0","24 Jun 2014","robinsonsar","02 Jul 2020","SGUINIVAN"
"60079691","01 Aug 2013","","1","01 Feb 2013","31 Dec 2018","0","1","0","03 Feb 2014","suttonf","10 Jan 2018","GUINIVAS"
"60079708","01 Aug 2014","","1","01 Feb 2013","31 Dec 2015","0","1","0","08 Dec 2014","bywatera","12 Aug 2015","bywatera"
"6007971X","01 Aug 2013","","1","01 Feb 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60079721","01 Aug 2013","","1","01 Feb 2013","31 Dec 2017","0","1","0","03 Feb 2014","suttonf","10 Jan 2018","GUINIVAS"
"60079733","01 Aug 2013","","1","01 Feb 2013","31 Dec 2017","0","1","0","03 Feb 2014","suttonf","10 Jan 2018","GUINIVAS"
"60079757","01 Aug 2013","","1","01 Feb 2013","31 Jul 2021","-2","-2","1","03 Feb 2014","suttonf","22 Mar 2020","SGUINIVAN"
"60079769","01 Aug 2014","","1","01 Feb 2013","31 Dec 2020","0","1","0","18 Sep 2014","robinsonsar","22 Jul 2020","KTEMPERLEY"
"60079770","01 Aug 2014","","1","01 Feb 2013","31 Jul 2021","0","1","0","19 Jun 2014","ChamleyPe","24 Apr 2020","SGUINIVAN"
"60079782","01 Aug 2014","","1","01 Feb 2013","31 Aug 2015","0","1","0","15 Apr 2015","bywatera","15 Apr 2015","bywatera"
"60079794","01 Aug 2014","","1","01 Feb 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","19 Oct 2016","bywatera"
"60079824","01 Aug 2013","","1","01 Feb 2013","31 Dec 2017","0","1","0","03 Feb 2014","suttonf","20 Dec 2017","GUINIVAS"
"60079836","01 Aug 2014","","1","01 Feb 2013","31 Dec 2018","0","1","0","13 Nov 2014","bywatera","10 Jan 2018","GUINIVAS"
"60079848","01 Aug 2014","","1","01 Feb 2013","30 Sep 2019","0","1","0","24 Jun 2014","robinsonsar","14 Aug 2019","SGUINIVAN"
"6007985X","01 Aug 2014","","1","01 Feb 2013","30 Sep 2016","0","1","0","19 Jun 2014","ChamleyPe","19 Oct 2016","bywatera"
"60079861","01 Aug 2014","","1","01 Feb 2013","31 Jul 2021","0","0","1","12 Feb 2015","bywatera","27 Apr 2020","SGUINIVAN"
"60079873","01 Aug 2013","","1","01 Feb 2013","31 Aug 2015","0","1","0","03 Feb 2014","suttonf","10 Sep 2015","bywatera"
"60079885","01 Aug 2014","","1","01 Feb 2013","31 Jul 2021","0","1","0","08 Dec 2014","bywatera","24 Apr 2020","SGUINIVAN"
"60079897","01 Aug 2013","","1","01 Feb 2013","31 Dec 2017","0","1","0","03 Feb 2014","suttonf","16 Dec 2016","bywatera"
"60079903","01 Aug 2014","","1","01 Mar 2013","31 Dec 2017","0","1","0","06 Feb 2015","bywatera","16 Dec 2016","bywatera"
"60079915","01 Aug 2014","","1","01 Feb 2013","31 Jul 2021","0","1","0","14 Jan 2015","bywatera","24 Apr 2020","SGUINIVAN"
"60079927","01 Aug 2014","","1","01 Feb 2013","31 Dec 2019","0","0","1","14 Jan 2015","bywatera","18 Jul 2017","fisherk"
"60079940","01 Aug 2013","","1","01 Feb 2013","30 Apr 2018","0","1","0","03 Feb 2014","suttonf","28 Mar 2014","bywatera"
"60079952","01 Aug 2013","","1","01 Feb 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60079964","01 Aug 2013","","1","01 Feb 2013","30 Sep 2016","0","1","0","03 Feb 2014","suttonf","19 Oct 2016","bywatera"
"60080012","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60080024","01 Aug 2014","","1","01 Mar 2013","30 Nov 2019","0","1","0","14 Jan 2015","bywatera","08 Jan 2020","SGUINIVAN"
"60080036","01 Aug 2014","","1","01 Mar 2013","31 Dec 2017","0","1","0","24 Jun 2014","robinsonsar","08 Feb 2016","bywatera"
"60080048","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"6008005X","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","19 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60080061","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60080073","01 Aug 2014","","1","01 Mar 2013","30 Sep 2014","1","1","0","24 Jun 2014","robinsonsar","20 Oct 2014","bywatera"
"60080085","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60080097","01 Aug 2013","","1","01 Mar 2013","30 Nov 2016","0","1","0","03 Feb 2014","suttonf","13 Jun 2016","bywatera"
"60080103","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60080115","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60080127","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","19 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60080139","01 Aug 2013","","1","01 Mar 2013","30 Nov 2016","0","1","0","03 Feb 2014","suttonf","13 Jun 2016","bywatera"
"60080140","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","19 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60080152","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","19 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60080164","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","19 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60080176","01 Aug 2013","","1","01 Mar 2013","21 Sep 2018","0","1","0","03 Feb 2014","suttonf","12 Apr 2018","SGUINIVAN"
"60080188","01 Aug 2014","","1","01 Mar 2013","31 Jul 2020","0","1","0","24 Jun 2014","robinsonsar","22 Jul 2020","KTEMPERLEY"
"6008019X","01 Aug 2014","","1","01 Mar 2013","30 Apr 2019","0","1","0","24 Jun 2014","robinsonsar","20 May 2019","SGUINIVAN"
"60080267","01 Aug 2013","","1","01 Mar 2013","31 May 2016","0","1","0","03 Feb 2014","suttonf","11 Apr 2016","bywatera"
"60080279","01 Aug 2013","","1","01 Mar 2013","31 Dec 2013","0","0","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"60080280","01 Aug 2014","","1","01 Mar 2013","28 Oct 2016","0","1","0","12 Feb 2015","bywatera","16 Dec 2016","bywatera"
"60080309","01 Aug 2013","","1","01 Mar 2013","30 Sep 2016","0","1","0","03 Feb 2014","suttonf","19 Oct 2016","bywatera"
"60080322","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","-2","24 Jun 2014","robinsonsar","22 Mar 2020","SGUINIVAN"
"60080334","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","-2","24 Jun 2014","robinsonsar","22 Mar 2020","SGUINIVAN"
"60080346","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","-2","24 Jun 2014","robinsonsar","22 Mar 2020","SGUINIVAN"
"60080358","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","-2","24 Jun 2014","robinsonsar","22 Mar 2020","SGUINIVAN"
"6008036X","01 Aug 2014","","1","01 Mar 2013","19 Sep 2016","0","0","1","24 Jun 2014","robinsonsar","19 Oct 2016","bywatera"
"60080450","01 Aug 2013","","1","01 Mar 2013","30 Sep 2016","0","1","0","03 Feb 2014","suttonf","19 Oct 2016","bywatera"
"60080462","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60080474","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60080486","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60080498","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60080504","01 Aug 2013","","1","01 Mar 2013","31 Jul 2020","0","1","0","03 Feb 2014","suttonf","28 Apr 2020","KTEMPERLEY"
"60080516","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60080528","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"6008053X","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60080541","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60080590","01 Aug 2014","","1","01 Mar 2013","31 Aug 2016","0","0","1","19 Jun 2014","ChamleyPe","03 Mar 2016","bywatera"
"60080607","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60080619","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60080620","01 Aug 2014","","1","01 Mar 2013","31 Jul 2015","0","0","0","24 Jun 2014","robinsonsar","15 Jul 2015","bywatera"
"60080632","01 Aug 2014","","1","01 Mar 2013","24 Mar 2020","1","0","1","14 Jan 2015","bywatera","22 Jul 2020","KTEMPERLEY"
"60080656","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60080668","01 Aug 2014","","1","01 Mar 2013","31 Dec 2020","1","1","0","08 Dec 2014","bywatera","07 Jul 2020","KTEMPERLEY"
"6008067X","01 Aug 2014","","1","01 Mar 2013","31 Dec 2015","0","1","0","08 Dec 2014","bywatera","12 Aug 2015","bywatera"
"60080681","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","0","1","08 Dec 2014","bywatera","24 Apr 2020","SGUINIVAN"
"60080693","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","0","1","08 Dec 2014","bywatera","24 Apr 2020","SGUINIVAN"
"60080772","01 Aug 2014","","1","01 Feb 2013","31 Dec 2016","1","1","0","13 Nov 2014","bywatera","15 Jun 2017","fisherk"
"60080784","01 Aug 2014","","1","01 Mar 2013","29 Feb 2016","1","1","0","13 Nov 2014","bywatera","17 Nov 2014","bywatera"
"60080796","01 Aug 2013","","1","01 Mar 2013","31 Aug 2015","0","1","0","11 Feb 2013","suttonf","06 Oct 2015","bywatera"
"60080802","01 Aug 2014","","1","01 Mar 2013","31 Dec 2019","0","0","1","08 Dec 2014","bywatera","18 Jul 2017","fisherk"
"60080814","01 Aug 2014","","1","01 Mar 2013","31 Jul 2020","0","1","0","24 Jun 2014","robinsonsar","22 Jul 2020","KTEMPERLEY"
"60080826","01 Aug 2014","","1","01 Mar 2013","31 Dec 2017","0","1","0","24 Jun 2014","robinsonsar","10 Jan 2017","bywatera"
"60080838","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"6008084X","01 Aug 2013","","1","01 Mar 2013","28 Feb 2017","0","1","0","03 Feb 2014","suttonf","10 Jan 2017","bywatera"
"60080851","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","1","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60080863","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","1","0","12 Feb 2015","bywatera","24 Apr 2020","SGUINIVAN"
"60080875","01 Aug 2014","","1","01 Mar 2013","31 Jan 2018","1","1","0","24 Jun 2014","robinsonsar","07 Sep 2017","fisherk"
"60080887","01 Aug 2013","","1","01 Mar 2013","31 Jan 2018","1","1","0","03 Feb 2014","suttonf","07 Sep 2017","fisherk"
"60080899","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60080905","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60080929","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","1","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60080930","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","1","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60080942","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60080954","01 Aug 2013","","1","01 Mar 2013","30 Sep 2016","0","1","0","03 Feb 2014","suttonf","19 Oct 2016","bywatera"
"60080966","01 Aug 2013","","1","01 Mar 2013","30 Sep 2016","0","1","0","03 Feb 2014","suttonf","19 Oct 2016","bywatera"
"60080978","01 Aug 2014","","1","01 Mar 2013","31 Mar 2017","0","1","0","24 Jun 2014","robinsonsar","16 Dec 2016","bywatera"
"6008098X","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","-2","24 Jun 2014","robinsonsar","22 Mar 2020","SGUINIVAN"
"60080991","01 Aug 2014","","1","01 Mar 2013","31 Dec 2018","0","1","0","24 Jun 2014","robinsonsar","18 Jul 2018","SGUINIVAN"
"60081004","01 Aug 2014","","1","01 Mar 2013","31 Dec 2019","0","1","0","12 Feb 2015","bywatera","14 Aug 2019","SGUINIVAN"
"60081016","01 Aug 2014","","1","01 Mar 2013","30 Apr 2015","0","1","0","14 May 2015","bywatera","14 May 2015","bywatera"
"60081028","01 Aug 2014","","1","01 Mar 2013","31 Oct 2016","1","1","0","24 Jun 2014","robinsonsar","15 Aug 2016","bywatera"
"6008103X","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","0","1","15 Apr 2015","bywatera","24 Apr 2020","SGUINIVAN"
"60081041","01 Aug 2013","","1","01 Mar 2013","30 Nov 2013","0","0","0","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"60081053","01 Aug 2014","","1","01 Mar 2013","30 Nov 2013","0","0","0","24 Jun 2014","robinsonsar","15 Jul 2014","robinsonsar"
"60081065","01 Aug 2014","","1","01 Mar 2013","30 Nov 2013","0","0","0","24 Jun 2014","robinsonsar","15 Jul 2014","robinsonsar"
"60081077","01 Aug 2014","","1","01 Mar 2013","30 Nov 2013","0","0","0","24 Jun 2014","robinsonsar","15 Jul 2014","robinsonsar"
"60081089","01 Aug 2014","","1","01 Mar 2013","30 Nov 2013","0","0","0","24 Jun 2014","robinsonsar","15 Jul 2014","robinsonsar"
"60081090","01 Aug 2014","","1","01 Mar 2013","30 Nov 2013","0","0","0","24 Jun 2014","robinsonsar","15 Jul 2014","robinsonsar"
"60081107","01 Aug 2014","","1","01 Mar 2013","28 Feb 2015","0","1","0","15 Apr 2015","bywatera","15 Apr 2015","bywatera"
"60081119","01 Aug 2014","","1","01 Mar 2013","31 Aug 2016","0","1","0","24 Jun 2014","robinsonsar","10 Sep 2015","bywatera"
"60081120","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60081132","01 Aug 2014","","1","01 Mar 2013","31 Dec 2015","0","1","0","08 Dec 2014","bywatera","12 Aug 2015","bywatera"
"60081144","01 Aug 2014","","1","01 Mar 2013","31 Dec 2014","0","1","0","24 Jun 2014","robinsonsar","14 Jan 2015","bywatera"
"60081156","01 Aug 2014","","1","01 Mar 2013","31 Dec 2014","0","1","0","24 Jun 2014","robinsonsar","14 Jan 2015","bywatera"
"60081168","01 Aug 2014","","1","01 Mar 2013","31 Dec 2014","0","1","0","24 Jun 2014","robinsonsar","14 Jan 2015","bywatera"
"6008117X","01 Aug 2014","","1","01 Mar 2013","31 Dec 2014","1","1","0","24 Jun 2014","robinsonsar","14 Jan 2015","bywatera"
"60081181","01 Aug 2014","","1","01 Mar 2013","31 Dec 2015","0","1","0","08 Dec 2014","bywatera","12 Aug 2015","bywatera"
"60081193","01 Aug 2014","","1","01 Mar 2013","31 Dec 2014","1","1","0","24 Jun 2014","robinsonsar","14 Jan 2015","bywatera"
"6008120X","01 Aug 2014","","1","01 Mar 2013","31 Dec 2014","1","1","0","24 Jun 2014","robinsonsar","14 Jan 2015","bywatera"
"60081211","01 Aug 2014","","1","01 Mar 2013","30 Nov 2018","0","1","0","12 Feb 2015","bywatera","20 Nov 2018","SGUINIVAN"
"60081223","01 Aug 2014","","1","01 Mar 2013","31 Jul 2015","0","0","0","24 Jun 2014","robinsonsar","15 Jul 2015","bywatera"
"60081235","01 Aug 2014","","1","01 Mar 2013","30 Sep 2017","0","1","0","19 Jun 2014","ChamleyPe","17 May 2017","fisherk"
"60081247","01 Aug 2013","","1","01 Mar 2013","30 Sep 2017","0","1","0","03 Feb 2014","suttonf","17 May 2017","fisherk"
"60081260","01 Aug 2014","","1","01 Mar 2013","31 Jul 2016","1","1","0","24 Jun 2014","robinsonsar","15 Jul 2014","robinsonsar"
"60081272","01 Aug 2014","","1","01 Mar 2013","31 Mar 2016","1","1","0","24 Jun 2014","robinsonsar","11 Apr 2016","bywatera"
"60081284","01 Aug 2014","","1","01 Mar 2013","31 Mar 2016","1","1","0","24 Jun 2014","robinsonsar","11 Apr 2016","bywatera"
"60081296","01 Aug 2014","","1","01 Mar 2013","31 Mar 2016","1","1","0","24 Jun 2014","robinsonsar","11 Apr 2016","bywatera"
"60081302","01 Aug 2014","","1","01 Mar 2013","31 Dec 2018","0","1","0","24 Jun 2014","robinsonsar","18 Jul 2018","SGUINIVAN"
"60081314","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","11 Jul 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60081326","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","1","0","10 Jun 2015","bywatera","24 Apr 2020","SGUINIVAN"
"60081338","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"6008134X","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60081351","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60081363","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60081375","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60081387","01 Aug 2014","","1","01 Mar 2013","30 Nov 2016","0","1","0","24 Jun 2014","robinsonsar","13 Jun 2016","bywatera"
"60081399","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","1","0","15 Apr 2015","bywatera","24 Apr 2020","SGUINIVAN"
"60081405","01 Aug 2014","","1","01 Mar 2013","30 Nov 2018","0","1","0","10 Jun 2015","bywatera","12 Dec 2018","SGUINIVAN"
"60081417","01 Aug 2014","","1","01 Mar 2013","31 Dec 2019","0","0","1","12 Feb 2015","bywatera","14 Aug 2019","SGUINIVAN"
"60081429","01 Aug 2014","","1","01 Mar 2013","30 Apr 2020","0","1","0","24 Jun 2014","robinsonsar","22 Jul 2020","KTEMPERLEY"
"60081430","01 Aug 2014","","1","01 Mar 2013","31 Mar 2016","1","1","0","24 Jun 2014","robinsonsar","11 Apr 2016","bywatera"
"60081454","01 Aug 2014","","1","01 Mar 2013","31 Aug 2020","0","0","1","15 Apr 2015","bywatera","22 Jul 2020","KTEMPERLEY"
"60081466","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60081478","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"6008148X","01 Aug 2013","","1","01 Mar 2013","30 Nov 2016","0","1","0","03 Feb 2014","suttonf","13 Jun 2016","bywatera"
"60081491","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60081508","01 Aug 2013","","1","01 Mar 2013","30 Nov 2016","0","1","0","03 Feb 2014","suttonf","13 Jun 2016","bywatera"
"6008151X","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","1","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60081521","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","1","0","24 Jun 2014","robinsonsar","24 Apr 2020","SGUINIVAN"
"60081545","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60081557","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60081569","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60081570","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","1","0","24 Jun 2014","robinsonsar","13 Sep 2016","bywatera"
"60081594","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60081600","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","1","0","13 Nov 2014","bywatera","24 Apr 2020","SGUINIVAN"
"60081624","01 Aug 2014","","1","01 Mar 2013","01 Jan 2018","0","1","0","14 Jan 2015","bywatera","15 Feb 2018","SGUINIVAN"
"60081636","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60081648","01 Aug 2014","","1","01 Mar 2013","30 Jun 2021","0","1","0","24 Jun 2014","robinsonsar","12 Aug 2020","KTEMPERLEY"
"60081673","01 Aug 2013","","1","01 Mar 2013","31 Dec 2014","0","0","1","03 Feb 2014","suttonf","16 Sep 2014","goodmand"
"60081685","01 Aug 2013","","1","01 Mar 2013","30 Sep 2016","1","1","0","03 Feb 2014","suttonf","19 Oct 2016","bywatera"
"60081697","01 Aug 2014","","1","01 Mar 2013","31 Dec 2016","0","0","1","24 Jun 2014","robinsonsar","10 Nov 2016","bywatera"
"60081703","01 Aug 2013","","1","01 Mar 2013","31 Jul 2021","0","1","0","03 Feb 2014","suttonf","24 Apr 2020","SGUINIVAN"
"60081715","01 Aug 2014","","1","01 Mar 2013","31 Jul 2017","0","1","0","19 Jun 2014","ChamleyPe","03 Mar 2016","bywatera"
"60081727","01 Aug 2014","","1","01 Mar 2013","31 Dec 2017","0","1","0","24 Jun 2014","robinsonsar","15 Jun 2017","fisherk"
"60081739","01 Aug 2014","","1","01 Mar 2013","30 Sep 2016","0","0","1","24 Jun 2014","robinsonsar","19 Oct 2016","bywatera"
"60081740","01 Aug 2013","","1","01 Mar 2013","31 Jul 2017","0","1","0","03 Feb 2014","suttonf","03 Mar 2016","bywatera"
"60081752","01 Aug 2013","","1","01 Mar 2013","31 Aug 2016","0","1","0","03 Feb 2014","suttonf","03 Mar 2016","bywatera"
"60081764","01 Aug 2014","","1","01 Mar 2013","31 Jul 2021","0","1","1","13 Nov 2014","bywatera","24 Apr 2020","SGUINIVAN"
